object	relation	subject_external_db	subject_external_id	subject_name	comment
adult TuBu neuron	is_a	neuprint_JRC	1140872223	TuBu05_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC10	is_a	neuprint_JRC	1312368829	LC10	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC10	is_a	neuprint_JRC	5813082649	(LWF2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	5813013678	TuBu07_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1158507458	PFNp_e(PB01a)_L8_C7	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1442931758	PFNp_d(PB01a)_L8_C7	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	5812987339	PFNp_a(PB01a)_R8_C3	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	5901196917	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1168249921	R2_d(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1170179364	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	5812987334	PFNp_b(PB01b)_R8_C3	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1661121263	PFNp_b(PB01b)_L8_C7	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1159952969	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1171211215	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1169829963	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	5813026993	PFNp_a(PB01a)_R2_C9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1224945409	FB2B_b^FB02c_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1106944058	(PDM12)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1167904437	R2_c(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1159948125	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1292670202	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	5813065506	TuBu10_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO subunit 3 medial domain neuron	is_a	neuprint_JRC	663225743	PFNm_a(PB02a)_R2_C9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	1158864995	LC4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1170866126	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1255668960	(ADM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1168120360	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	5813022809	FB4F_b^FB04g_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1162866390	FB3A^FB03a(FB3-NO-DAN?)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1166406277	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1198931241	R4d(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5813050102	LC9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1167300055	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC10	is_a	neuprint_JRC	2185481747	LC10	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1230026228	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1167982211	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	5812987907	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1506076819	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1201210029	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1198006801	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1198809657	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5813050145	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
descending neuron of the anterior dorsal brain DNa07	is_a	neuprint_JRC	1627618361	DNa07_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1902066682	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	2026896672	(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1232607449	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1263327135	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1200519445	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1167783672	LC6_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	1158187240	LC4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1167295872	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1230026402	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1170866275	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1657525390	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult fruitless aSP10 neuron	is_a	neuprint_JRC	1354019751	aSP10C_b(aSP10c)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1169492912	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1170870156	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1170179464	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1201568426	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC10	is_a	neuprint_JRC	5813109987	LC10	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron lPN	is_a	neuprint_JRC	2069644133	VP5+ lPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1170865901	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1159953225	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1351317122	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	5901214746	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1167645523	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	5813022925	FB4L^FB04w(PPM3-FB3/4-DAN)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198684596	R2_a(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC10	is_a	neuprint_JRC	1719250390	LC10	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1167783359	LC32(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	5813048896	R2_c(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1167295853	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1159530101	PFNp_c(PB01c)_L8_C7	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1137426492	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1167563121	R2_a(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1140176456	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1534616158	PFNp_d(PB01a)_R2_C9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1230531193	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	5812987413	(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1202241942	TuBu08_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R3a	is_a	neuprint_JRC	1169260589	R3a_c(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1253700547	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1167295856	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1416900410	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1258833307	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	5813075607	LC4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	943592989	PFNp_b(PB01b)_L2_C1	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	912898873	PFNp_d(PB01a)_L2_C1	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	5812983703	MC62	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5812988099	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1110868515	TuBu07_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1229965474	R4d(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1188716311	PFNp_b(PB01b)_R8_C3	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1169842672	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	572167406	PFNp_a(PB01a)_R2_C9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC10	is_a	neuprint_JRC	2058932928	LC10	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1158191887	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1249940263	LC14	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1167896065	R2_c(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1139524692	TuBu04_IBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1190926889	(PVF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1687844304	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1198693217	R4d(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1293011130	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1171207096	TuBu08_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	5812983722	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1136740146	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1169833987	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1159551037	LC12	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB 1 glomerulus-FB layers 3-5-IDFP RB neuron	is_a	neuprint_JRC	881506038	PFR_b(PB11b)_R1_C1	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4m	is_a	neuprint_JRC	1167645442	R4m(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4m	is_a	neuprint_JRC	1254533872	(PDM16)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula tangential neuron	is_a	neuprint_JRC	1444351896	LT51_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1191273014	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1318956632	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1167438288	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1660789784	PFNp_d(PB01a)_L8_C7	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1167304403	R4d(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1167300154	R4d(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4m	is_a	neuprint_JRC	1167641412	R4m(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1158877703	LC17(lVLPT4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	5813033678	LC32	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1324145475	R4d(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1162529693	FB3A^FB03a(FB3-NO-DAN?)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1193560072	FB3A^FB03a(FB3-NO-DAN?)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1231619255	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1234329752	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1229844484	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1261056809	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1261000309	R4d(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1201231770	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1604093913	(PDM19)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1171915022	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1531676892	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1231554116	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1199504502	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1192123051	(ADM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1164597572	PFNp_b(PB01b)_L8_C7	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1201214429	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC18	is_a	neuprint_JRC	1158536635	LC18(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198667367	R2_c(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula tangential neuron Lt1	is_a	neuprint_JRC	1189230639	LT1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1158877783	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R3w	is_a	neuprint_JRC	1168392003	R3w(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1171613286	TuBu09_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	911500529	PFNp_c(PB01c)_R2_C9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1200873417	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1167092971	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4m	is_a	neuprint_JRC	1167977970	R4m(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1167567702	R2_d(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1168923315	R2_b(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1190983574	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1167438034	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1230872124	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1200273581	TuBu05_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1159607872	(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1561646261	(PVF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R3w	is_a	neuprint_JRC	1168392468	R3w(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1190250299	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	5813062225	(lVLPT8)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1158528396	(PVF3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1167438189	LC6(PLBDL7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1263327185	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4d	is_a	neuprint_JRC	1292846965	R4d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1170175001	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1137430679	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	5812994451	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1170861854	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1169898618	TuBu01_ABU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1201227074	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1158191562	LC11(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1167563540	TuBu10_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1197100377	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1201572715	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1201231816	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1315464724	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1229633648	TuBu09_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1200942353	TuBu02_IBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5812988569	LC9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	1189559257	LC4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1161705902	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1201927079	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1533040541	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1250946399	(PVF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1626140980	LC12	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula tangential neuron Lt1	is_a	neuprint_JRC	1188889654	LT1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1158507467	PFNp_b(PB01b)_L8_C7	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO subunit 3 medial domain neuron	is_a	neuprint_JRC	1155302782	PFNm_a(PB02a)_R8_C3	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1200864690	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1657184761	LC12	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	5813090856	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1471307510	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1167438283	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1199712167	R2_c(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1170892252	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1167645658	R2_c(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1170874403	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4m	is_a	neuprint_JRC	1198326456	R4m(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R3w	is_a	neuprint_JRC	1199432267	R3w(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	2000606012	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1190646632	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1232607205	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1170188095	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
