filename	label	part_of	Template	dbxrefs	comment	synonyms	is_a
40x-Brain-2663179987745505378	JRC_R9B08-GAL4_MCFO_Brain_20190423_63_J1_40x	male organism|adult brain|P{GMR9B08-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B08|jrc_slide_code_api:20190423_63_J1|neuronbridge:R9B08	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_J1', age: 'Adult'"	R9B08-GAL4|JRC_R9B08-GAL4-GAL4|GMR_9B08-GAL4	expression pattern fragment
40x-Brain-2663179988156547170	JRC_R9B08-GAL4_MCFO_Brain_20190423_63_J2_40x	male organism|adult brain|P{GMR9B08-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B08|jrc_slide_code_api:20190423_63_J2|neuronbridge:R9B08	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_J2', age: 'Adult'"	R9B08-GAL4|JRC_R9B08-GAL4-GAL4|GMR_9B08-GAL4	expression pattern fragment
40x-Brain-2663179988567588962	JRC_R9B08-GAL4_MCFO_Brain_20190423_63_J3_40x	male organism|adult brain|P{GMR9B08-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B08|jrc_slide_code_api:20190423_63_J3|neuronbridge:R9B08	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_J3', age: 'Adult'"	R9B08-GAL4|JRC_R9B08-GAL4-GAL4|GMR_9B08-GAL4	expression pattern fragment
40x-Brain-2663179988978630754	JRC_R9B08-GAL4_MCFO_Brain_20190423_63_J4_40x	male organism|adult brain|P{GMR9B08-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B08|jrc_slide_code_api:20190423_63_J4|neuronbridge:R9B08	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_J4', age: 'Adult'"	R9B08-GAL4|JRC_R9B08-GAL4-GAL4|GMR_9B08-GAL4	expression pattern fragment
40x-Brain-2663179989389672546	JRC_R9B08-GAL4_MCFO_Brain_20190423_63_J5_40x	male organism|adult brain|P{GMR9B08-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B08|jrc_slide_code_api:20190423_63_J5|neuronbridge:R9B08	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_J5', age: 'Adult'"	R9B08-GAL4|JRC_R9B08-GAL4-GAL4|GMR_9B08-GAL4	expression pattern fragment
40x-Brain-2668911963483930722	JRC_R9B08-GAL4_MCFO_Brain_20190423_63_J6_40x	male organism|adult brain|P{GMR9B08-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B08|jrc_slide_code_api:20190423_63_J6|neuronbridge:R9B08	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190423_63_J6', age: 'Adult'"	R9B08-GAL4|JRC_R9B08-GAL4-GAL4|GMR_9B08-GAL4	expression pattern fragment
40x-Brain-2684139510656139362	JRC_R76B01-GAL4_MCFO_Brain_20190531_61_J1_40x	male organism|adult brain|P{GMR76B01-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R76B01|jrc_slide_code_api:20190531_61_J1|neuronbridge:R76B01	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190531_61_J1', age: 'Adult'"	R76B01-GAL4|JRC_R76B01-GAL4-GAL4|GMR_76B01-GAL4	expression pattern fragment
40x-Brain-2684139511088152674	JRC_R76B01-GAL4_MCFO_Brain_20190531_61_J2_40x	male organism|adult brain|P{GMR76B01-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R76B01|jrc_slide_code_api:20190531_61_J2|neuronbridge:R76B01	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190531_61_J2', age: 'Adult'"	R76B01-GAL4|JRC_R76B01-GAL4-GAL4|GMR_76B01-GAL4	expression pattern fragment
40x-Brain-2684139511511777378	JRC_R76B01-GAL4_MCFO_Brain_20190531_61_J3_40x	male organism|adult brain|P{GMR76B01-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R76B01|jrc_slide_code_api:20190531_61_J3|neuronbridge:R76B01	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190531_61_J3', age: 'Adult'"	R76B01-GAL4|JRC_R76B01-GAL4-GAL4|GMR_76B01-GAL4	expression pattern fragment
40x-Brain-2684139511939596386	JRC_R76B01-GAL4_MCFO_Brain_20190531_61_J4_40x	male organism|adult brain|P{GMR76B01-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R76B01|jrc_slide_code_api:20190531_61_J4|neuronbridge:R76B01	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190531_61_J4', age: 'Adult'"	R76B01-GAL4|JRC_R76B01-GAL4-GAL4|GMR_76B01-GAL4	expression pattern fragment
40x-Brain-2684139512363221090	JRC_R76B01-GAL4_MCFO_Brain_20190531_61_J5_40x	male organism|adult brain|P{GMR76B01-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R76B01|jrc_slide_code_api:20190531_61_J5|neuronbridge:R76B01	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190531_61_J5', age: 'Adult'"	R76B01-GAL4|JRC_R76B01-GAL4-GAL4|GMR_76B01-GAL4	expression pattern fragment
40x-Brain-2684139512791040098	JRC_R76B01-GAL4_MCFO_Brain_20190531_61_J6_40x	male organism|adult brain|P{GMR76B01-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R76B01|jrc_slide_code_api:20190531_61_J6|neuronbridge:R76B01	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190531_61_J6', age: 'Adult'"	R76B01-GAL4|JRC_R76B01-GAL4-GAL4|GMR_76B01-GAL4	expression pattern fragment
40x-Brain-2684168282885324898	JRC_R9B09-GAL4_MCFO_Brain_20190611_64_F1_40x	male organism|adult brain|P{GMR9B09-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B09|jrc_slide_code_api:20190611_64_F1|neuronbridge:R9B09	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190611_64_F1', age: 'Adult'"	R9B09-GAL4|JRC_R9B09-GAL4-GAL4|GMR_9B09-GAL4	expression pattern fragment
40x-Brain-2684168283325726818	JRC_R9B09-GAL4_MCFO_Brain_20190611_64_F2_40x	male organism|adult brain|P{GMR9B09-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B09|jrc_slide_code_api:20190611_64_F2|neuronbridge:R9B09	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190611_64_F2', age: 'Adult'"	R9B09-GAL4|JRC_R9B09-GAL4-GAL4|GMR_9B09-GAL4	expression pattern fragment
40x-Brain-2684168283753545826	JRC_R9B09-GAL4_MCFO_Brain_20190611_64_F3_40x	male organism|adult brain|P{GMR9B09-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B09|jrc_slide_code_api:20190611_64_F3|neuronbridge:R9B09	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190611_64_F3', age: 'Adult'"	R9B09-GAL4|JRC_R9B09-GAL4-GAL4|GMR_9B09-GAL4	expression pattern fragment
40x-Brain-2684168284437217378	JRC_R9B09-GAL4_MCFO_Brain_20190611_64_F4_40x	male organism|adult brain|P{GMR9B09-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B09|jrc_slide_code_api:20190611_64_F4|neuronbridge:R9B09	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190611_64_F4', age: 'Adult'"	R9B09-GAL4|JRC_R9B09-GAL4-GAL4|GMR_9B09-GAL4	expression pattern fragment
40x-Brain-2684168284869230690	JRC_R9B09-GAL4_MCFO_Brain_20190611_64_F5_40x	male organism|adult brain|P{GMR9B09-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B09|jrc_slide_code_api:20190611_64_F5|neuronbridge:R9B09	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190611_64_F5', age: 'Adult'"	R9B09-GAL4|JRC_R9B09-GAL4-GAL4|GMR_9B09-GAL4	expression pattern fragment
40x-Brain-2684168285297049698	JRC_R9B09-GAL4_MCFO_Brain_20190611_64_F6_40x	male organism|adult brain|P{GMR9B09-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:R9B09|jrc_slide_code_api:20190611_64_F6|neuronbridge:R9B09	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-FlpL in su(Hw)attP8; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190611_64_F6', age: 'Adult'"	R9B09-GAL4|JRC_R9B09-GAL4-GAL4|GMR_9B09-GAL4	expression pattern fragment
40x-VNC-2580249039756853346	JRC_R11A03-GAL4_MCFO_VNC_20180828_62_A1_40x	female organism|adult ventral nerve cord|P{GMR11A03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R11A03|jrc_slide_code_api:20180828_62_A1|neuronbridge:R11A03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180828_62_A1', age: 'Adult'"	R11A03-GAL4|JRC_R11A03-GAL4-GAL4|GMR_11A03-GAL4	expression pattern fragment
40x-VNC-2580249040096591970	JRC_R11A03-GAL4_MCFO_VNC_20180828_62_A2_40x	female organism|adult ventral nerve cord|P{GMR11A03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R11A03|jrc_slide_code_api:20180828_62_A2|neuronbridge:R11A03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180828_62_A2', age: 'Adult'"	R11A03-GAL4|JRC_R11A03-GAL4-GAL4|GMR_11A03-GAL4	expression pattern fragment
40x-VNC-2580249040381804642	JRC_R11A03-GAL4_MCFO_VNC_20180828_62_A3_40x	female organism|adult ventral nerve cord|P{GMR11A03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R11A03|jrc_slide_code_api:20180828_62_A3|neuronbridge:R11A03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180828_62_A3', age: 'Adult'"	R11A03-GAL4|JRC_R11A03-GAL4-GAL4|GMR_11A03-GAL4	expression pattern fragment
40x-VNC-2580249040667017314	JRC_R11A03-GAL4_MCFO_VNC_20180828_62_A4_40x	female organism|adult ventral nerve cord|P{GMR11A03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R11A03|jrc_slide_code_api:20180828_62_A4|neuronbridge:R11A03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180828_62_A4', age: 'Adult'"	R11A03-GAL4|JRC_R11A03-GAL4-GAL4|GMR_11A03-GAL4	expression pattern fragment
40x-VNC-2580249040948035682	JRC_R11A03-GAL4_MCFO_VNC_20180828_62_A5_40x	female organism|adult ventral nerve cord|P{GMR11A03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R11A03|jrc_slide_code_api:20180828_62_A5|neuronbridge:R11A03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180828_62_A5', age: 'Adult'"	R11A03-GAL4|JRC_R11A03-GAL4-GAL4|GMR_11A03-GAL4	expression pattern fragment
40x-VNC-2580249041229054050	JRC_R11A03-GAL4_MCFO_VNC_20180828_62_A6_40x	female organism|adult ventral nerve cord|P{GMR11A03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R11A03|jrc_slide_code_api:20180828_62_A6|neuronbridge:R11A03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180828_62_A6', age: 'Adult'"	R11A03-GAL4|JRC_R11A03-GAL4-GAL4|GMR_11A03-GAL4	expression pattern fragment
40x-VNC-2580249041505878114	JRC_R11A03-GAL4_MCFO_VNC_20180828_62_B1_40x	female organism|adult ventral nerve cord|P{GMR11A03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R11A03|jrc_slide_code_api:20180828_62_B1|neuronbridge:R11A03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180828_62_B1', age: 'Adult'"	R11A03-GAL4|JRC_R11A03-GAL4-GAL4|GMR_11A03-GAL4	expression pattern fragment
40x-VNC-2587080920192254050	JRC_R15A09-GAL4_MCFO_VNC_20180907_61_H1_40x	female organism|adult ventral nerve cord|P{GMR15A09-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R15A09|jrc_slide_code_api:20180907_61_H1|neuronbridge:R15A09	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180907_61_H1', age: 'Adult'"	R15A09-GAL4|JRC_R15A09-GAL4-GAL4|GMR_15A09-GAL4	expression pattern fragment
40x-VNC-2587080920481661026	JRC_R15A09-GAL4_MCFO_VNC_20180907_61_H2_40x	female organism|adult ventral nerve cord|P{GMR15A09-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R15A09|jrc_slide_code_api:20180907_61_H2|neuronbridge:R15A09	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180907_61_H2', age: 'Adult'"	R15A09-GAL4|JRC_R15A09-GAL4-GAL4|GMR_15A09-GAL4	expression pattern fragment
40x-VNC-2587080920762679394	JRC_R15A09-GAL4_MCFO_VNC_20180907_61_H4_40x	female organism|adult ventral nerve cord|P{GMR15A09-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R15A09|jrc_slide_code_api:20180907_61_H4|neuronbridge:R15A09	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180907_61_H4', age: 'Adult'"	R15A09-GAL4|JRC_R15A09-GAL4-GAL4|GMR_15A09-GAL4	expression pattern fragment
40x-VNC-2587080921047892066	JRC_R15A09-GAL4_MCFO_VNC_20180907_61_H5_40x	female organism|adult ventral nerve cord|P{GMR15A09-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R15A09|jrc_slide_code_api:20180907_61_H5|neuronbridge:R15A09	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180907_61_H5', age: 'Adult'"	R15A09-GAL4|JRC_R15A09-GAL4-GAL4|GMR_15A09-GAL4	expression pattern fragment
40x-VNC-2587080921429573730	JRC_R15A09-GAL4_MCFO_VNC_20180907_61_H6_40x	female organism|adult ventral nerve cord|P{GMR15A09-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R15A09|jrc_slide_code_api:20180907_61_H6|neuronbridge:R15A09	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180907_61_H6', age: 'Adult'"	R15A09-GAL4|JRC_R15A09-GAL4-GAL4|GMR_15A09-GAL4	expression pattern fragment
